Date_reported,iso_code,Country,WHO_region,Covid_new_hospitalizations_last_7days,Covid_new_icu_admissions_last_7days,Covid_new_hospitalizations_last_28days,Covid_new_icu_admissions_last_28days,YearQuarter
2025-02-09,GUY,GUYANA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-09,HTI,HAITI,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-09,HND,HONDURAS,AMR,0.0,0.0,1.0,0.0,2025Q1
2025-02-09,HUN,HUNGARY,EUR,6.0,1.0,39.0,3.0,2025Q1
2025-02-09,ITA,ITALY,EUR,158.0,14.0,813.0,77.0,2025Q1
2025-02-09,LVA,LATVIA,EUR,26.0,,129.0,,2025Q1
2025-02-09,LTU,LITHUANIA,EUR,15.0,1.0,81.0,9.0,2025Q1
2025-02-09,MLT,MALTA,EUR,1.0,,8.0,,2025Q1
2025-02-09,MUS,MAURITIUS,AFR,3.0,0.0,10.0,0.0,2025Q1
2025-02-09,MEX,MEXICO,AMR,38.0,0.0,123.0,3.0,2025Q1
2025-02-09,NZL,NEW ZEALAND,WPR,63.0,2.0,249.0,8.0,2025Q1
2025-02-09,MKD,NORTH MACEDONIA,EUR,0.0,,1.0,,2025Q1
2025-02-09,PAN,PANAMA,AMR,28.0,0.0,60.0,4.0,2025Q1
2025-02-09,PER,PERU,AMR,48.0,4.0,287.0,16.0,2025Q1
2025-02-09,POL,POLAND,EUR,76.0,1.0,247.0,3.0,2025Q1
2025-02-09,PRT,PORTUGAL,EUR,21.0,0.0,92.0,6.0,2025Q1
2025-02-09,RUS,RUSSIAN FEDERATION,EUR,1112.0,,4375.0,,2025Q1
2025-02-09,LCA,SAINT LUCIA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-09,SGP,SINGAPORE,WPR,67.0,0.0,285.0,5.0,2025Q1
2025-02-09,SVK,SLOVAKIA,EUR,2.0,,20.0,1.0,2025Q1
2025-02-09,ESP,SPAIN,EUR,3.0,,17.0,,2025Q1
2025-02-09,SUR,SURINAME,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-09,SWE,SWEDEN,EUR,,5.0,,17.0,2025Q1
2025-02-09,GBR,THE UNITED KINGDOM,EUR,491.0,15.0,2033.0,54.0,2025Q1
2025-02-09,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-09,UKR,UKRAINE,EUR,0.0,0.0,1.0,2.0,2025Q1
2025-02-09,USA,UNITED STATES OF AMERICA,AMR,977.0,,4135.0,,2025Q1
2025-02-09,URY,URUGUAY,AMR,5.0,0.0,27.0,1.0,2025Q1
2025-02-02,ARG,ARGENTINA,AMR,25.0,,117.0,,2025Q1
2025-02-02,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0.0,0.0,6.0,0.0,2025Q1
2025-02-02,BIH,BOSNIA AND HERZEGOVINA,EUR,0.0,0.0,5.0,0.0,2025Q1
2025-02-02,BRA,BRAZIL,AMR,331.0,104.0,1583.0,514.0,2025Q1
2025-02-02,VGB,BRITISH VIRGIN ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-02,BRN,BRUNEI DARUSSALAM,WPR,1.0,1.0,20.0,2.0,2025Q1
2025-02-02,CHL,CHILE,AMR,11.0,7.0,44.0,15.0,2025Q1
2025-02-02,COL,COLOMBIA,AMR,52.0,0.0,141.0,0.0,2025Q1
2025-02-02,CRI,COSTA RICA,AMR,11.0,0.0,49.0,2.0,2025Q1
2025-02-02,CZE,CZECHIA,EUR,16.0,1.0,101.0,11.0,2025Q1
2025-02-02,DNK,DENMARK,EUR,69.0,,289.0,,2025Q1
2025-02-02,DMA,DOMINICA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-02,ECU,ECUADOR,AMR,29.0,7.0,96.0,47.0,2025Q1
2025-02-02,EST,ESTONIA,EUR,26.0,7.0,140.0,24.0,2025Q1
2025-02-02,FRA,FRANCE,EUR,5.0,5.0,33.0,39.0,2025Q1
2025-02-02,GRC,GREECE,EUR,234.0,5.0,1682.0,37.0,2025Q1
2025-02-02,GTM,GUATEMALA,AMR,0.0,0.0,1.0,0.0,2025Q1
2025-02-02,GUY,GUYANA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-02,HTI,HAITI,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-02,HND,HONDURAS,AMR,0.0,0.0,2.0,0.0,2025Q1
2025-02-02,HUN,HUNGARY,EUR,2.0,0.0,54.0,2.0,2025Q1
2025-02-02,ITA,ITALY,EUR,191.0,21.0,986.0,83.0,2025Q1
2025-02-02,LVA,LATVIA,EUR,38.0,,145.0,,2025Q1
2025-02-02,LTU,LITHUANIA,EUR,8.0,1.0,116.0,10.0,2025Q1
2025-02-02,MYS,MALAYSIA,WPR,83.0,0.0,249.0,1.0,2025Q1
2025-02-02,MLT,MALTA,EUR,3.0,,11.0,,2025Q1
2025-02-02,MUS,MAURITIUS,AFR,2.0,0.0,19.0,0.0,2025Q1
2025-02-02,MEX,MEXICO,AMR,42.0,1.0,119.0,4.0,2025Q1
2025-02-02,NZL,NEW ZEALAND,WPR,53.0,1.0,298.0,10.0,2025Q1
2025-02-02,MKD,NORTH MACEDONIA,EUR,0.0,,1.0,,2025Q1
2025-02-02,PAN,PANAMA,AMR,20.0,4.0,52.0,6.0,2025Q1
2025-02-02,PER,PERU,AMR,54.0,3.0,414.0,21.0,2025Q1
2025-02-02,POL,POLAND,EUR,46.0,1.0,252.0,3.0,2025Q1
2025-02-02,PRT,PORTUGAL,EUR,28.0,2.0,113.0,10.0,2025Q1
2025-02-02,RUS,RUSSIAN FEDERATION,EUR,1075.0,,4234.0,,2025Q1
2025-02-02,LCA,SAINT LUCIA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-02,SGP,SINGAPORE,WPR,59.0,1.0,314.0,9.0,2025Q1
2025-02-02,SVK,SLOVAKIA,EUR,4.0,,33.0,1.0,2025Q1
2025-02-02,ESP,SPAIN,EUR,6.0,,19.0,1.0,2025Q1
2025-02-02,SUR,SURINAME,AMR,0.0,0.0,1.0,0.0,2025Q1
2025-02-02,SWE,SWEDEN,EUR,,5.0,,18.0,2025Q1
2025-02-02,GBR,THE UNITED KINGDOM,EUR,508.0,11.0,2102.0,53.0,2025Q1
2025-02-02,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-02-02,UKR,UKRAINE,EUR,0.0,1.0,2.0,2.0,2025Q1
2025-02-02,USA,UNITED STATES OF AMERICA,AMR,1022.0,,4420.0,,2025Q1
2025-02-02,URY,URUGUAY,AMR,6.0,0.0,42.0,1.0,2025Q1
2025-01-26,ARG,ARGENTINA,AMR,22.0,,124.0,,2025Q1
2025-01-26,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,0.0,0.0,14.0,0.0,2025Q1
2025-01-26,BIH,BOSNIA AND HERZEGOVINA,EUR,1.0,0.0,8.0,0.0,2025Q1
2025-01-26,BRA,BRAZIL,AMR,378.0,114.0,1717.0,556.0,2025Q1
2025-01-26,VGB,BRITISH VIRGIN ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-26,BRN,BRUNEI DARUSSALAM,WPR,1.0,1.0,28.0,1.0,2025Q1
2025-01-26,CHL,CHILE,AMR,7.0,1.0,49.0,13.0,2025Q1
2025-01-26,COL,COLOMBIA,AMR,47.0,0.0,109.0,0.0,2025Q1
2025-01-26,CRI,COSTA RICA,AMR,17.0,1.0,42.0,2.0,2025Q1
2025-01-26,CZE,CZECHIA,EUR,21.0,1.0,118.0,13.0,2025Q1
2025-01-26,DNK,DENMARK,EUR,61.0,,342.0,,2025Q1
2025-01-26,DMA,DOMINICA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-26,ECU,ECUADOR,AMR,25.0,13.0,78.0,43.0,2025Q1
2025-01-26,EST,ESTONIA,EUR,28.0,1.0,173.0,26.0,2025Q1
2025-01-26,FRA,FRANCE,EUR,11.0,11.0,53.0,56.0,2025Q1
2025-01-26,GRC,GREECE,EUR,382.0,11.0,1986.0,44.0,2025Q1
2025-01-26,GTM,GUATEMALA,AMR,0.0,0.0,1.0,0.0,2025Q1
2025-01-26,GUY,GUYANA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-26,HTI,HAITI,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-26,HND,HONDURAS,AMR,0.0,0.0,2.0,0.0,2025Q1
2025-01-26,HUN,HUNGARY,EUR,13.0,1.0,72.0,4.0,2025Q1
2025-01-26,ITA,ITALY,EUR,208.0,22.0,1214.0,84.0,2025Q1
2025-01-26,LVA,LATVIA,EUR,39.0,,141.0,,2025Q1
2025-01-26,LTU,LITHUANIA,EUR,16.0,4.0,150.0,11.0,2025Q1
2025-01-26,MLT,MALTA,EUR,3.0,,11.0,1.0,2025Q1
2025-01-26,MUS,MAURITIUS,AFR,3.0,0.0,22.0,0.0,2025Q1
2025-01-26,MEX,MEXICO,AMR,27.0,2.0,95.0,3.0,2025Q1
2025-01-26,NZL,NEW ZEALAND,WPR,63.0,2.0,327.0,13.0,2025Q1
2025-01-26,MKD,NORTH MACEDONIA,EUR,1.0,,2.0,,2025Q1
2025-01-26,PAN,PANAMA,AMR,6.0,0.0,44.0,2.0,2025Q1
2025-01-26,PER,PERU,AMR,78.0,0.0,523.0,62.0,2025Q1
2025-01-26,POL,POLAND,EUR,60.0,,295.0,2.0,2025Q1
2025-01-26,PRT,PORTUGAL,EUR,21.0,1.0,122.0,11.0,2025Q1
2025-01-26,RUS,RUSSIAN FEDERATION,EUR,1120.0,,5499.0,,2025Q1
2025-01-26,LCA,SAINT LUCIA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-26,SGP,SINGAPORE,WPR,77.0,3.0,372.0,10.0,2025Q1
2025-01-26,SVK,SLOVAKIA,EUR,8.0,,38.0,1.0,2025Q1
2025-01-26,ESP,SPAIN,EUR,4.0,,20.0,1.0,2025Q1
2025-01-26,SUR,SURINAME,AMR,0.0,0.0,1.0,0.0,2025Q1
2025-01-26,SWE,SWEDEN,EUR,,4.0,,16.0,2025Q1
2025-01-26,GBR,THE UNITED KINGDOM,EUR,470.0,10.0,2163.0,64.0,2025Q1
2025-01-26,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-26,UKR,UKRAINE,EUR,1.0,1.0,2.0,1.0,2025Q1
2025-01-26,USA,UNITED STATES OF AMERICA,AMR,1032.0,,4860.0,,2025Q1
2025-01-26,URY,URUGUAY,AMR,6.0,1.0,60.0,2.0,2025Q1
2025-01-19,ARG,ARGENTINA,AMR,22.0,,120.0,,2025Q1
2025-01-19,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,2.0,0.0,14.0,0.0,2025Q1
2025-01-19,BIH,BOSNIA AND HERZEGOVINA,EUR,2.0,0.0,7.0,0.0,2025Q1
2025-01-19,BRA,BRAZIL,AMR,411.0,147.0,1914.0,642.0,2025Q1
2025-01-19,VGB,BRITISH VIRGIN ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-19,BRN,BRUNEI DARUSSALAM,WPR,9.0,0.0,37.0,0.0,2025Q1
2025-01-19,CHL,CHILE,AMR,12.0,4.0,78.0,15.0,2025Q1
2025-01-19,COL,COLOMBIA,AMR,11.0,0.0,62.0,0.0,2025Q1
2025-01-19,CRI,COSTA RICA,AMR,14.0,1.0,25.0,1.0,2025Q1
2025-01-19,CZE,CZECHIA,EUR,19.0,1.0,124.0,14.0,2025Q1
2025-01-19,DNK,DENMARK,EUR,59.0,,400.0,,2025Q1
2025-01-19,DMA,DOMINICA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-19,ECU,ECUADOR,AMR,21.0,17.0,61.0,30.0,2025Q1
2025-01-19,EST,ESTONIA,EUR,48.0,12.0,204.0,30.0,2025Q1
2025-01-19,FRA,FRANCE,EUR,8.0,9.0,57.0,63.0,2025Q1
2025-01-19,GRC,GREECE,EUR,418.0,11.0,2119.0,38.0,2025Q1
2025-01-19,GTM,GUATEMALA,AMR,1.0,0.0,1.0,0.0,2025Q1
2025-01-19,GUY,GUYANA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-19,HTI,HAITI,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-19,HND,HONDURAS,AMR,1.0,0.0,2.0,0.0,2025Q1
2025-01-19,HUN,HUNGARY,EUR,18.0,1.0,59.0,3.0,2025Q1
2025-01-19,IRL,IRELAND,EUR,1.0,,1.0,,2025Q1
2025-01-19,ITA,ITALY,EUR,256.0,20.0,1373.0,89.0,2025Q1
2025-01-19,LVA,LATVIA,EUR,26.0,,155.0,,2025Q1
2025-01-19,LTU,LITHUANIA,EUR,42.0,3.0,188.0,10.0,2025Q1
2025-01-19,MYS,MALAYSIA,WPR,70.0,0.0,261.0,2.0,2025Q1
2025-01-19,MLT,MALTA,EUR,1.0,,9.0,1.0,2025Q1
2025-01-19,MUS,MAURITIUS,AFR,2.0,0.0,20.0,0.0,2025Q1
2025-01-19,MEX,MEXICO,AMR,16.0,0.0,68.0,1.0,2025Q1
2025-01-19,NZL,NEW ZEALAND,WPR,70.0,3.0,385.0,17.0,2025Q1
2025-01-19,MKD,NORTH MACEDONIA,EUR,0.0,,1.0,,2025Q1
2025-01-19,PAN,PANAMA,AMR,6.0,0.0,40.0,2.0,2025Q1
2025-01-19,PER,PERU,AMR,107.0,9.0,445.0,62.0,2025Q1
2025-01-19,POL,POLAND,EUR,65.0,1.0,273.0,3.0,2025Q1
2025-01-19,PRT,PORTUGAL,EUR,22.0,3.0,149.0,16.0,2025Q1
2025-01-19,RUS,RUSSIAN FEDERATION,EUR,1068.0,,6982.0,,2025Q1
2025-01-19,LCA,SAINT LUCIA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-19,SGP,SINGAPORE,WPR,82.0,1.0,421.0,9.0,2025Q1
2025-01-19,SVK,SLOVAKIA,EUR,6.0,1.0,43.0,2.0,2025Q1
2025-01-19,ESP,SPAIN,EUR,4.0,,22.0,1.0,2025Q1
2025-01-19,SUR,SURINAME,AMR,0.0,0.0,1.0,0.0,2025Q1
2025-01-19,SWE,SWEDEN,EUR,,3.0,,16.0,2025Q1
2025-01-19,GBR,THE UNITED KINGDOM,EUR,564.0,18.0,1693.0,54.0,2025Q1
2025-01-19,TCA,TURKS AND CAICOS ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-19,UKR,UKRAINE,EUR,0.0,0.0,1.0,0.0,2025Q1
2025-01-19,USA,UNITED STATES OF AMERICA,AMR,1104.0,,5037.0,,2025Q1
2025-01-19,URY,URUGUAY,AMR,10.0,0.0,68.0,2.0,2025Q1
2025-01-12,ARG,ARGENTINA,AMR,48.0,,137.0,,2025Q1
2025-01-12,BOL,BOLIVIA (PLURINATIONAL STATE OF),AMR,4.0,0.0,12.0,0.0,2025Q1
2025-01-12,BIH,BOSNIA AND HERZEGOVINA,EUR,2.0,0.0,5.0,0.0,2025Q1
2025-01-12,BRA,BRAZIL,AMR,463.0,149.0,2179.0,679.0,2025Q1
2025-01-12,VGB,BRITISH VIRGIN ISLANDS,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-12,BRN,BRUNEI DARUSSALAM,WPR,9.0,0.0,41.0,1.0,2025Q1
2025-01-12,CHL,CHILE,AMR,14.0,3.0,112.0,18.0,2025Q1
2025-01-12,COL,COLOMBIA,AMR,31.0,0.0,51.0,0.0,2025Q1
2025-01-12,CRI,COSTA RICA,AMR,7.0,0.0,11.0,0.0,2025Q1
2025-01-12,CZE,CZECHIA,EUR,45.0,8.0,151.0,16.0,2025Q1
2025-01-12,DNK,DENMARK,EUR,100.0,,492.0,,2025Q1
2025-01-12,DMA,DOMINICA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-12,ECU,ECUADOR,AMR,21.0,10.0,58.0,14.0,2025Q1
2025-01-12,EST,ESTONIA,EUR,38.0,4.0,233.0,24.0,2025Q1
2025-01-12,FRA,FRANCE,EUR,9.0,14.0,66.0,70.0,2025Q1
2025-01-12,GRC,GREECE,EUR,648.0,10.0,2233.0,35.0,2025Q1
2025-01-12,GTM,GUATEMALA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-12,GUY,GUYANA,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-12,HTI,HAITI,AMR,0.0,0.0,0.0,0.0,2025Q1
2025-01-12,HND,HONDURAS,AMR,1.0,0.0,1.0,0.0,2025Q1
2025-01-12,HUN,HUNGARY,EUR,21.0,0.0,57.0,4.0,2025Q1
2025-01-12,ITA,ITALY,EUR,331.0,20.0,1503.0,84.0,2025Q1
2025-01-12,LVA,LATVIA,EUR,42.0,,185.0,,2025Q1
2025-01-12,LTU,LITHUANIA,EUR,50.0,2.0,195.0,12.0,2025Q1
2025-01-12,MYS,MALAYSIA,WPR,96.0,1.0,308.0,3.0,2025Q1
