Country,iso_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths,Date,YearQuarter
Malta,MLT,EUR,HIC,2022,8,65+,8.0,2022-08-01,2022Q3
Albania,ALB,EUR,UMC,2021,11,65+,125.0,2021-11-01,2021Q4
Albania,ALB,EUR,UMC,2021,6,65+,2.0,2021-06-01,2021Q2
Albania,ALB,EUR,UMC,2021,2,65+,212.0,2021-02-01,2021Q1
Albania,ALB,EUR,UMC,2021,3,65+,225.0,2021-03-01,2021Q1
Albania,ALB,EUR,UMC,2021,1,65+,55.0,2021-01-01,2021Q1
Dominican Republic,DOM,AMR,UMC,2021,10,65+,49.0,2021-10-01,2021Q4
Dominican Republic,DOM,AMR,UMC,2021,11,65+,35.0,2021-11-01,2021Q4
Dominican Republic,DOM,AMR,UMC,2021,6,65+,109.0,2021-06-01,2021Q2
Dominican Republic,DOM,AMR,UMC,2021,9,65+,39.0,2021-09-01,2021Q3
Dominican Republic,DOM,AMR,UMC,2021,5,65+,82.0,2021-05-01,2021Q2
Dominican Republic,DOM,AMR,UMC,2021,4,65+,70.0,2021-04-01,2021Q2
Dominican Republic,DOM,AMR,UMC,2021,3,65+,123.0,2021-03-01,2021Q1
Dominican Republic,DOM,AMR,UMC,2021,7,65+,39.0,2021-07-01,2021Q3
Egypt,EGY,EMR,LMC,2021,3,65+,1132.0,2021-03-01,2021Q1
Egypt,EGY,EMR,LMC,2021,10,65+,0.0,2021-10-01,2021Q4
Egypt,EGY,EMR,LMC,2021,4,65+,1155.0,2021-04-01,2021Q2
Egypt,EGY,EMR,LMC,2021,9,65+,0.0,2021-09-01,2021Q3
Egypt,EGY,EMR,LMC,2021,2,65+,689.0,2021-02-01,2021Q1
Egypt,EGY,EMR,LMC,2021,1,65+,950.0,2021-01-01,2021Q1
Dominican Republic,DOM,AMR,UMC,2021,8,65+,12.0,2021-08-01,2021Q3
Dominican Republic,DOM,AMR,UMC,2021,1,65+,230.0,2021-01-01,2021Q1
Spain,ESP,EUR,HIC,2021,6,65+,518.0,2021-06-01,2021Q2
Spain,ESP,EUR,HIC,2021,12,65+,2118.0,2021-12-01,2021Q4
Argentina,ARG,AMR,UMC,2021,11,65+,241.0,2021-11-01,2021Q4
Argentina,ARG,AMR,UMC,2021,9,65+,766.0,2021-09-01,2021Q3
Ecuador,ECU,AMR,UMC,2021,11,65+,85.0,2021-11-01,2021Q4
Dominican Republic,DOM,AMR,UMC,2021,12,65+,16.0,2021-12-01,2021Q4
Egypt,EGY,EMR,LMC,2021,11,65+,0.0,2021-11-01,2021Q4
Egypt,EGY,EMR,LMC,2021,7,65+,0.0,2021-07-01,2021Q3
Egypt,EGY,EMR,LMC,2021,6,65+,0.0,2021-06-01,2021Q2
Egypt,EGY,EMR,LMC,2021,8,65+,0.0,2021-08-01,2021Q3
Egypt,EGY,EMR,LMC,2021,12,65+,0.0,2021-12-01,2021Q4
Ecuador,ECU,AMR,UMC,2021,9,65+,83.0,2021-09-01,2021Q3
Ecuador,ECU,AMR,UMC,2021,8,65+,132.0,2021-08-01,2021Q3
Ecuador,ECU,AMR,UMC,2021,4,65+,1257.0,2021-04-01,2021Q2
Ecuador,ECU,AMR,UMC,2021,10,65+,54.0,2021-10-01,2021Q4
Albania,ALB,EUR,UMC,2021,5,65+,20.0,2021-05-01,2021Q2
Albania,ALB,EUR,UMC,2021,9,65+,147.0,2021-09-01,2021Q3
Albania,ALB,EUR,UMC,2021,10,65+,161.0,2021-10-01,2021Q4
Ecuador,ECU,AMR,UMC,2021,2,65+,792.0,2021-02-01,2021Q1
Albania,ALB,EUR,UMC,2021,12,65+,124.0,2021-12-01,2021Q4
Argentina,ARG,AMR,UMC,2021,4,65+,7998.0,2021-04-01,2021Q2
Spain,ESP,EUR,HIC,2021,4,65+,1807.0,2021-04-01,2021Q2
Albania,ALB,EUR,UMC,2021,4,65+,43.0,2021-04-01,2021Q2
Albania,ALB,EUR,UMC,2021,7,65+,1.0,2021-07-01,2021Q3
Albania,ALB,EUR,UMC,2021,8,65+,26.0,2021-08-01,2021Q3
Spain,ESP,EUR,HIC,2021,2,65+,7906.0,2021-02-01,2021Q1
Ecuador,ECU,AMR,UMC,2021,12,65+,166.0,2021-12-01,2021Q4
Ecuador,ECU,AMR,UMC,2021,6,65+,447.0,2021-06-01,2021Q2
Spain,ESP,EUR,HIC,2021,5,65+,1013.0,2021-05-01,2021Q2
Ecuador,ECU,AMR,UMC,2021,7,65+,215.0,2021-07-01,2021Q3
Ecuador,ECU,AMR,UMC,2021,5,65+,767.0,2021-05-01,2021Q2
Spain,ESP,EUR,HIC,2021,10,65+,427.0,2021-10-01,2021Q4
Spain,ESP,EUR,HIC,2021,9,65+,1550.0,2021-09-01,2021Q3
Spain,ESP,EUR,HIC,2021,11,65+,546.0,2021-11-01,2021Q4
Spain,ESP,EUR,HIC,2021,7,65+,1004.0,2021-07-01,2021Q3
Ecuador,ECU,AMR,UMC,2021,1,65+,913.0,2021-01-01,2021Q1
Spain,ESP,EUR,HIC,2021,1,65+,10301.0,2021-01-01,2021Q1
Egypt,EGY,EMR,LMC,2021,5,65+,617.0,2021-05-01,2021Q2
Spain,ESP,EUR,HIC,2021,8,65+,2513.0,2021-08-01,2021Q3
Spain,ESP,EUR,HIC,2021,3,65+,2910.0,2021-03-01,2021Q1
Ecuador,ECU,AMR,UMC,2021,3,65+,1299.0,2021-03-01,2021Q1
Argentina,ARG,AMR,UMC,2021,12,65+,538.0,2021-12-01,2021Q4
Dominican Republic,DOM,AMR,UMC,2021,2,65+,130.0,2021-02-01,2021Q1
Gambia,GMB,AFR,LIC,2021,2,65+,1.0,2021-02-01,2021Q1
Saudi Arabia,SAU,EMR,HIC,2021,3,65+,6.0,2021-03-01,2021Q1
Saudi Arabia,SAU,EMR,HIC,2021,6,65+,0.0,2021-06-01,2021Q2
Germany,DEU,EUR,HIC,2021,4,65+,4998.0,2021-04-01,2021Q2
Germany,DEU,EUR,HIC,2021,3,65+,5509.0,2021-03-01,2021Q1
Germany,DEU,EUR,HIC,2021,2,65+,6114.0,2021-02-01,2021Q1
Germany,DEU,EUR,HIC,2021,1,65+,17054.0,2021-01-01,2021Q1
Georgia,GEO,EUR,UMC,2021,8,65+,0.0,2021-08-01,2021Q3
Georgia,GEO,EUR,UMC,2021,5,65+,0.0,2021-05-01,2021Q2
Georgia,GEO,EUR,UMC,2021,4,65+,0.0,2021-04-01,2021Q2
Georgia,GEO,EUR,UMC,2021,3,65+,0.0,2021-03-01,2021Q1
Georgia,GEO,EUR,UMC,2021,1,65+,0.0,2021-01-01,2021Q1
Georgia,GEO,EUR,UMC,2021,9,65+,0.0,2021-09-01,2021Q3
Georgia,GEO,EUR,UMC,2021,7,65+,0.0,2021-07-01,2021Q3
Georgia,GEO,EUR,UMC,2021,6,65+,0.0,2021-06-01,2021Q2
Georgia,GEO,EUR,UMC,2021,12,65+,0.0,2021-12-01,2021Q4
Georgia,GEO,EUR,UMC,2021,10,65+,0.0,2021-10-01,2021Q4
Georgia,GEO,EUR,UMC,2021,11,65+,0.0,2021-11-01,2021Q4
Georgia,GEO,EUR,UMC,2021,2,65+,0.0,2021-02-01,2021Q1
Seychelles,SYC,AFR,HIC,2021,1,65+,0.0,2021-01-01,2021Q1
Seychelles,SYC,AFR,HIC,2021,4,65+,0.0,2021-04-01,2021Q2
Seychelles,SYC,AFR,HIC,2021,5,65+,0.0,2021-05-01,2021Q2
Seychelles,SYC,AFR,HIC,2021,2,65+,0.0,2021-02-01,2021Q1
Seychelles,SYC,AFR,HIC,2021,3,65+,0.0,2021-03-01,2021Q1
Greece,GRC,EUR,HIC,2021,12,65+,2335.0,2021-12-01,2021Q4
Greece,GRC,EUR,HIC,2021,8,65+,594.0,2021-08-01,2021Q3
Greece,GRC,EUR,HIC,2021,11,65+,1671.0,2021-11-01,2021Q4
Greece,GRC,EUR,HIC,2021,5,65+,1174.0,2021-05-01,2021Q2
Greece,GRC,EUR,HIC,2021,1,65+,677.0,2021-01-01,2021Q1
Greece,GRC,EUR,HIC,2021,2,65+,631.0,2021-02-01,2021Q1
Greece,GRC,EUR,HIC,2021,4,65+,1737.0,2021-04-01,2021Q2
Greece,GRC,EUR,HIC,2021,6,65+,522.0,2021-06-01,2021Q2
Greece,GRC,EUR,HIC,2021,3,65+,1684.0,2021-03-01,2021Q1
Greece,GRC,EUR,HIC,2021,10,65+,866.0,2021-10-01,2021Q4
Greece,GRC,EUR,HIC,2021,9,65+,1020.0,2021-09-01,2021Q3
Greece,GRC,EUR,HIC,2021,7,65+,208.0,2021-07-01,2021Q3
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,12,65+,0.0,2021-12-01,2021Q4
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,6,65+,0.0,2021-06-01,2021Q2
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,9,65+,0.0,2021-09-01,2021Q3
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,7,65+,0.0,2021-07-01,2021Q3
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,10,65+,0.0,2021-10-01,2021Q4
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,1,65+,0.0,2021-01-01,2021Q1
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,3,65+,0.0,2021-03-01,2021Q1
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,4,65+,0.0,2021-04-01,2021Q2
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,5,65+,0.0,2021-05-01,2021Q2
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,8,65+,0.0,2021-08-01,2021Q3
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,2,65+,0.0,2021-02-01,2021Q1
Saint Vincent and the Grenadines,VCT,AMR,UMC,2021,11,65+,0.0,2021-11-01,2021Q4
Sao Tome and Principe,STP,AFR,LMC,2021,1,65+,0.0,2021-01-01,2021Q1
Sao Tome and Principe,STP,AFR,LMC,2021,2,65+,0.0,2021-02-01,2021Q1
Sao Tome and Principe,STP,AFR,LMC,2021,3,65+,0.0,2021-03-01,2021Q1
Germany,DEU,EUR,HIC,2021,11,65+,8486.0,2021-11-01,2021Q4
Germany,DEU,EUR,HIC,2021,9,65+,1612.0,2021-09-01,2021Q3
Germany,DEU,EUR,HIC,2021,5,65+,1983.0,2021-05-01,2021Q2
Germany,DEU,EUR,HIC,2021,10,65+,2904.0,2021-10-01,2021Q4
Germany,DEU,EUR,HIC,2021,8,65+,598.0,2021-08-01,2021Q3
Germany,DEU,EUR,HIC,2021,7,65+,123.0,2021-07-01,2021Q3
Germany,DEU,EUR,HIC,2021,6,65+,237.0,2021-06-01,2021Q2
Germany,DEU,EUR,HIC,2021,12,65+,8319.0,2021-12-01,2021Q4
Slovenia,SVN,EUR,HIC,2021,4,65+,172.0,2021-04-01,2021Q2
Eswatini,SWZ,AFR,LMC,2021,3,65+,0.0,2021-03-01,2021Q1
Slovenia,SVN,EUR,HIC,2021,6,65+,48.0,2021-06-01,2021Q2
Eswatini,SWZ,AFR,LMC,2021,1,65+,0.0,2021-01-01,2021Q1
Slovenia,SVN,EUR,HIC,2021,10,65+,144.0,2021-10-01,2021Q4
Eswatini,SWZ,AFR,LMC,2021,4,65+,0.0,2021-04-01,2021Q2
Slovenia,SVN,EUR,HIC,2021,2,65+,306.0,2021-02-01,2021Q1
Slovenia,SVN,EUR,HIC,2021,9,65+,113.0,2021-09-01,2021Q3
Slovenia,SVN,EUR,HIC,2021,1,65+,619.0,2021-01-01,2021Q1
Slovenia,SVN,EUR,HIC,2021,11,65+,380.0,2021-11-01,2021Q4
Slovenia,SVN,EUR,HIC,2021,7,65+,9.0,2021-07-01,2021Q3
Slovenia,SVN,EUR,HIC,2021,8,65+,23.0,2021-08-01,2021Q3
Slovenia,SVN,EUR,HIC,2021,3,65+,222.0,2021-03-01,2021Q1
Estonia,EST,EUR,HIC,2021,9,65+,18.0,2021-09-01,2021Q3
Estonia,EST,EUR,HIC,2021,3,65+,246.0,2021-03-01,2021Q1
Estonia,EST,EUR,HIC,2021,5,65+,72.0,2021-05-01,2021Q2
Estonia,EST,EUR,HIC,2021,2,65+,149.0,2021-02-01,2021Q1
Estonia,EST,EUR,HIC,2021,11,65+,68.0,2021-11-01,2021Q4
Estonia,EST,EUR,HIC,2021,10,65+,48.0,2021-10-01,2021Q4
Estonia,EST,EUR,HIC,2021,7,65+,3.0,2021-07-01,2021Q3
Estonia,EST,EUR,HIC,2021,12,65+,47.0,2021-12-01,2021Q4
Estonia,EST,EUR,HIC,2021,4,65+,182.0,2021-04-01,2021Q2
Slovenia,SVN,EUR,HIC,2021,12,65+,367.0,2021-12-01,2021Q4
Estonia,EST,EUR,HIC,2021,1,65+,159.0,2021-01-01,2021Q1
Estonia,EST,EUR,HIC,2021,8,65+,3.0,2021-08-01,2021Q3
Estonia,EST,EUR,HIC,2021,6,65+,10.0,2021-06-01,2021Q2
Slovenia,SVN,EUR,HIC,2021,5,65+,100.0,2021-05-01,2021Q2
Slovakia,SVK,EUR,HIC,2021,10,65+,468.0,2021-10-01,2021Q4
Slovakia,SVK,EUR,HIC,2021,11,65+,1529.0,2021-11-01,2021Q4
Slovakia,SVK,EUR,HIC,2021,12,65+,1811.0,2021-12-01,2021Q4
Slovakia,SVK,EUR,HIC,2021,4,65+,629.0,2021-04-01,2021Q2
Slovakia,SVK,EUR,HIC,2021,5,65+,206.0,2021-05-01,2021Q2
Slovakia,SVK,EUR,HIC,2021,6,65+,69.0,2021-06-01,2021Q2
Slovakia,SVK,EUR,HIC,2021,8,65+,10.0,2021-08-01,2021Q3
Slovakia,SVK,EUR,HIC,2021,7,65+,15.0,2021-07-01,2021Q3
Slovakia,SVK,EUR,HIC,2021,9,65+,182.0,2021-09-01,2021Q3
Eswatini,SWZ,AFR,LMC,2021,6,65+,0.0,2021-06-01,2021Q2
Eswatini,SWZ,AFR,LMC,2021,8,65+,0.0,2021-08-01,2021Q3
Eswatini,SWZ,AFR,LMC,2021,10,65+,0.0,2021-10-01,2021Q4
Eswatini,SWZ,AFR,LMC,2021,9,65+,0.0,2021-09-01,2021Q3
Eswatini,SWZ,AFR,LMC,2021,5,65+,0.0,2021-05-01,2021Q2
Eswatini,SWZ,AFR,LMC,2021,2,65+,0.0,2021-02-01,2021Q1
Eswatini,SWZ,AFR,LMC,2021,7,65+,0.0,2021-07-01,2021Q3
Argentina,ARG,AMR,UMC,2021,5,65+,8805.0,2021-05-01,2021Q2
Argentina,ARG,AMR,UMC,2021,6,65+,8442.0,2021-06-01,2021Q2
Argentina,ARG,AMR,UMC,2021,1,65+,3925.0,2021-01-01,2021Q1
Argentina,ARG,AMR,UMC,2021,7,65+,3876.0,2021-07-01,2021Q3
Argentina,ARG,AMR,UMC,2021,8,65+,2177.0,2021-08-01,2021Q3
Argentina,ARG,AMR,UMC,2021,2,65+,2660.0,2021-02-01,2021Q1
Argentina,ARG,AMR,UMC,2021,3,65+,4171.0,2021-03-01,2021Q1
Argentina,ARG,AMR,UMC,2021,10,65+,200.0,2021-10-01,2021Q4
Eritrea,ERI,AFR,LIC,2021,3,65+,1.0,2021-03-01,2021Q1
Slovakia,SVK,EUR,HIC,2021,3,65+,1831.0,2021-03-01,2021Q1
Finland,FIN,EUR,HIC,2021,12,65+,224.0,2021-12-01,2021Q4
Finland,FIN,EUR,HIC,2021,11,65+,163.0,2021-11-01,2021Q4
France,FRA,EUR,HIC,2021,2,65+,7481.0,2021-02-01,2021Q1
Finland,FIN,EUR,HIC,2021,2,65+,75.0,2021-02-01,2021Q1
Finland,FIN,EUR,HIC,2021,3,65+,97.0,2021-03-01,2021Q1
Finland,FIN,EUR,HIC,2021,10,65+,90.0,2021-10-01,2021Q4
Finland,FIN,EUR,HIC,2021,9,65+,61.0,2021-09-01,2021Q3
Finland,FIN,EUR,HIC,2021,6,65+,11.0,2021-06-01,2021Q2
Finland,FIN,EUR,HIC,2021,8,65+,30.0,2021-08-01,2021Q3
Finland,FIN,EUR,HIC,2021,7,65+,7.0,2021-07-01,2021Q3
Finland,FIN,EUR,HIC,2021,1,65+,97.0,2021-01-01,2021Q1
Finland,FIN,EUR,HIC,2021,5,65+,41.0,2021-05-01,2021Q2
Finland,FIN,EUR,HIC,2021,4,65+,51.0,2021-04-01,2021Q2
France,FRA,EUR,HIC,2021,5,65+,3753.0,2021-05-01,2021Q2
France,FRA,EUR,HIC,2021,7,65+,554.0,2021-07-01,2021Q3
France,FRA,EUR,HIC,2021,1,65+,7497.0,2021-01-01,2021Q1
France,FRA,EUR,HIC,2021,6,65+,1364.0,2021-06-01,2021Q2
France,FRA,EUR,HIC,2021,4,65+,7022.0,2021-04-01,2021Q2
France,FRA,EUR,HIC,2021,3,65+,8167.0,2021-03-01,2021Q1
France,FRA,EUR,HIC,2021,8,65+,1818.0,2021-08-01,2021Q3
France,FRA,EUR,HIC,2021,9,65+,1877.0,2021-09-01,2021Q3
France,FRA,EUR,HIC,2021,12,65+,4331.0,2021-12-01,2021Q4
France,FRA,EUR,HIC,2021,11,65+,1070.0,2021-11-01,2021Q4
France,FRA,EUR,HIC,2021,10,65+,651.0,2021-10-01,2021Q4
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,3,65+,0.0,2021-03-01,2021Q1
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,4,65+,0.0,2021-04-01,2021Q2
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,9,65+,8.0,2021-09-01,2021Q3
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,12,65+,1.0,2021-12-01,2021Q4
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,5,65+,3.0,2021-05-01,2021Q2
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,6,65+,0.0,2021-06-01,2021Q2
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,7,65+,3.0,2021-07-01,2021Q3
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,11,65+,4.0,2021-11-01,2021Q4
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,2,65+,0.0,2021-02-01,2021Q1
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,1,65+,0.0,2021-01-01,2021Q1
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,8,65+,10.0,2021-08-01,2021Q3
Sint Maarten (Dutch part),SXM,AMR,HIC,2021,10,65+,3.0,2021-10-01,2021Q4
Slovakia,SVK,EUR,HIC,2021,2,65+,2035.0,2021-02-01,2021Q1
Slovakia,SVK,EUR,HIC,2021,1,65+,1916.0,2021-01-01,2021Q1
Colombia,COL,AMR,UMC,2021,11,65+,1020.0,2021-11-01,2021Q4
Brazil,BRA,AMR,UMC,2021,4,65+,6402.0,2021-04-01,2021Q2
Brazil,BRA,AMR,UMC,2021,1,65+,10723.0,2021-01-01,2021Q1
Brazil,BRA,AMR,UMC,2021,3,65+,16300.0,2021-03-01,2021Q1
Brazil,BRA,AMR,UMC,2021,5,65+,2365.0,2021-05-01,2021Q2
Brazil,BRA,AMR,UMC,2021,2,65+,7715.0,2021-02-01,2021Q1
Brazil,BRA,AMR,UMC,2021,6,65+,1207.0,2021-06-01,2021Q2
Brazil,BRA,AMR,UMC,2021,7,65+,2.0,2021-07-01,2021Q3
British Virgin Islands,VGB,AMR,HIC,2021,4,65+,0.0,2021-04-01,2021Q2
Aruba,ABW,AMR,HIC,2021,12,65+,7.0,2021-12-01,2021Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2021,1,65+,404.0,2021-01-01,2021Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2021,2,65+,319.0,2021-02-01,2021Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2021,3,65+,1412.0,2021-03-01,2021Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2021,5,65+,452.0,2021-05-01,2021Q2
United States of America,USA,AMR,HIC,2021,3,65+,16966.0,2021-03-01,2021Q1
United States of America,USA,AMR,HIC,2021,1,65+,85228.0,2021-01-01,2021Q1
United States of America,USA,AMR,HIC,2021,2,65+,37859.0,2021-02-01,2021Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2021,12,65+,762.0,2021-12-01,2021Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2021,9,65+,709.0,2021-09-01,2021Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2021,10,65+,680.0,2021-10-01,2021Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2021,11,65+,746.0,2021-11-01,2021Q4
United States of America,USA,AMR,HIC,2021,10,65+,26178.0,2021-10-01,2021Q4
United States of America,USA,AMR,HIC,2021,12,65+,30445.0,2021-12-01,2021Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2021,4,65+,1311.0,2021-04-01,2021Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2021,6,65+,118.0,2021-06-01,2021Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2021,8,65+,66.0,2021-08-01,2021Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2021,7,65+,21.0,2021-07-01,2021Q3
United States of America,USA,AMR,HIC,2021,11,65+,21466.0,2021-11-01,2021Q4
United States of America,USA,AMR,HIC,2021,5,65+,9717.0,2021-05-01,2021Q2
United States of America,USA,AMR,HIC,2021,7,65+,6721.0,2021-07-01,2021Q3
United States of America,USA,AMR,HIC,2021,4,65+,12700.0,2021-04-01,2021Q2
United States of America,USA,AMR,HIC,2021,6,65+,5056.0,2021-06-01,2021Q2
United States of America,USA,AMR,HIC,2021,8,65+,28214.0,2021-08-01,2021Q3
United States of America,USA,AMR,HIC,2021,9,65+,36562.0,2021-09-01,2021Q3
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,8,65+,183.0,2021-08-01,2021Q3
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,9,65+,746.0,2021-09-01,2021Q3
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,7,65+,182.0,2021-07-01,2021Q3
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,11,65+,476.0,2021-11-01,2021Q4
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,12,65+,367.0,2021-12-01,2021Q4
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,3,65+,281.0,2021-03-01,2021Q1
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,2,65+,1224.0,2021-02-01,2021Q1
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,1,65+,2221.0,2021-01-01,2021Q1
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,10,65+,623.0,2021-10-01,2021Q4
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,6,65+,65.0,2021-06-01,2021Q2
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,5,65+,26.0,2021-05-01,2021Q2
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,HIC,2021,4,65+,45.0,2021-04-01,2021Q2
Burkina Faso,BFA,AFR,LIC,2021,6,65+,0.0,2021-06-01,2021Q2
Burkina Faso,BFA,AFR,LIC,2021,7,65+,0.0,2021-07-01,2021Q3
Aruba,ABW,AMR,HIC,2021,8,65+,44.0,2021-08-01,2021Q3
Aruba,ABW,AMR,HIC,2021,4,65+,8.0,2021-04-01,2021Q2
Aruba,ABW,AMR,HIC,2021,7,65+,4.0,2021-07-01,2021Q3
Aruba,ABW,AMR,HIC,2021,5,65+,2.0,2021-05-01,2021Q2
Aruba,ABW,AMR,HIC,2021,9,65+,12.0,2021-09-01,2021Q3
Aruba,ABW,AMR,HIC,2021,10,65+,2.0,2021-10-01,2021Q4
Aruba,ABW,AMR,HIC,2021,11,65+,5.0,2021-11-01,2021Q4
Aruba,ABW,AMR,HIC,2021,6,65+,2.0,2021-06-01,2021Q2
Aruba,ABW,AMR,HIC,2021,2,65+,13.0,2021-02-01,2021Q1
Burkina Faso,BFA,AFR,LIC,2021,1,65+,0.0,2021-01-01,2021Q1
Burkina Faso,BFA,AFR,LIC,2021,3,65+,0.0,2021-03-01,2021Q1
Aruba,ABW,AMR,HIC,2021,1,65+,13.0,2021-01-01,2021Q1
Aruba,ABW,AMR,HIC,2021,3,65+,10.0,2021-03-01,2021Q1
Burkina Faso,BFA,AFR,LIC,2021,4,65+,0.0,2021-04-01,2021Q2
Burkina Faso,BFA,AFR,LIC,2021,10,65+,0.0,2021-10-01,2021Q4
Burkina Faso,BFA,AFR,LIC,2021,5,65+,0.0,2021-05-01,2021Q2
Burkina Faso,BFA,AFR,LIC,2021,8,65+,0.0,2021-08-01,2021Q3
Burkina Faso,BFA,AFR,LIC,2021,11,65+,0.0,2021-11-01,2021Q4
Burkina Faso,BFA,AFR,LIC,2021,2,65+,0.0,2021-02-01,2021Q1
Burkina Faso,BFA,AFR,LIC,2021,9,65+,0.0,2021-09-01,2021Q3
Bangladesh,BGD,SEAR,LMC,2021,3,65+,468.0,2021-03-01,2021Q1
Bangladesh,BGD,SEAR,LMC,2021,1,65+,290.0,2021-01-01,2021Q1
Bangladesh,BGD,SEAR,LMC,2021,4,65+,1279.0,2021-04-01,2021Q2
Bahrain,BHR,EMR,HIC,2021,8,65+,2.0,2021-08-01,2021Q3
Bahrain,BHR,EMR,HIC,2021,12,65+,0.0,2021-12-01,2021Q4
Bahrain,BHR,EMR,HIC,2021,9,65+,0.0,2021-09-01,2021Q3
Bangladesh,BGD,SEAR,LMC,2021,2,65+,159.0,2021-02-01,2021Q1
Bangladesh,BGD,SEAR,LMC,2021,8,65+,2602.0,2021-08-01,2021Q3
Bangladesh,BGD,SEAR,LMC,2021,12,65+,25.0,2021-12-01,2021Q4
Bangladesh,BGD,SEAR,LMC,2021,10,65+,112.0,2021-10-01,2021Q4
Bangladesh,BGD,SEAR,LMC,2021,7,65+,2894.0,2021-07-01,2021Q3
Bangladesh,BGD,SEAR,LMC,2021,5,65+,506.0,2021-05-01,2021Q2
Bahrain,BHR,EMR,HIC,2021,11,65+,0.0,2021-11-01,2021Q4
Bahrain,BHR,EMR,HIC,2021,2,65+,46.0,2021-02-01,2021Q1
Bahrain,BHR,EMR,HIC,2021,10,65+,2.0,2021-10-01,2021Q4
Bahrain,BHR,EMR,HIC,2021,7,65+,13.0,2021-07-01,2021Q3
Bahrain,BHR,EMR,HIC,2021,1,65+,12.0,2021-01-01,2021Q1
Barbados,BRB,AMR,HIC,2021,7,65+,3.0,2021-07-01,2021Q3
Barbados,BRB,AMR,HIC,2021,9,65+,15.0,2021-09-01,2021Q3
Barbados,BRB,AMR,HIC,2021,11,65+,0.0,2021-11-01,2021Q4
Barbados,BRB,AMR,HIC,2021,12,65+,0.0,2021-12-01,2021Q4
Barbados,BRB,AMR,HIC,2021,3,65+,13.0,2021-03-01,2021Q1
Barbados,BRB,AMR,HIC,2021,10,65+,1.0,2021-10-01,2021Q4
Barbados,BRB,AMR,HIC,2021,6,65+,0.0,2021-06-01,2021Q2
Barbados,BRB,AMR,HIC,2021,5,65+,1.0,2021-05-01,2021Q2
Barbados,BRB,AMR,HIC,2021,8,65+,0.0,2021-08-01,2021Q3
Barbados,BRB,AMR,HIC,2021,1,65+,0.0,2021-01-01,2021Q1
Barbados,BRB,AMR,HIC,2021,2,65+,11.0,2021-02-01,2021Q1
Barbados,BRB,AMR,HIC,2021,4,65+,0.0,2021-04-01,2021Q2
Bangladesh,BGD,SEAR,LMC,2021,6,65+,1137.0,2021-06-01,2021Q2
Bangladesh,BGD,SEAR,LMC,2021,9,65+,754.0,2021-09-01,2021Q3
Bangladesh,BGD,SEAR,LMC,2021,11,65+,45.0,2021-11-01,2021Q4
Bahrain,BHR,EMR,HIC,2021,5,65+,130.0,2021-05-01,2021Q2
