Country,iso_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths,Date,YearQuarter
Romania,ROU,EUR,HIC,2025,8,65+,14.0,2025-08-01,2025Q3
Romania,ROU,EUR,HIC,2025,4,65+,1.0,2025-04-01,2025Q2
Romania,ROU,EUR,HIC,2025,9,65+,45.0,2025-09-01,2025Q3
Romania,ROU,EUR,HIC,2025,11,65+,5.0,2025-11-01,2025Q4
Estonia,EST,EUR,HIC,2025,6,65+,2.0,2025-06-01,2025Q2
Estonia,EST,EUR,HIC,2025,12,65+,19.0,2025-12-01,2025Q4
Estonia,EST,EUR,HIC,2025,11,65+,6.0,2025-11-01,2025Q4
Slovakia,SVK,EUR,HIC,2025,10,65+,14.0,2025-10-01,2025Q4
Estonia,EST,EUR,HIC,2025,3,65+,6.0,2025-03-01,2025Q1
Estonia,EST,EUR,HIC,2025,2,65+,14.0,2025-02-01,2025Q1
Estonia,EST,EUR,HIC,2025,9,65+,3.0,2025-09-01,2025Q3
Estonia,EST,EUR,HIC,2025,1,65+,13.0,2025-01-01,2025Q1
Malta,MLT,EUR,HIC,2025,1,65+,2.0,2025-01-01,2025Q1
Malta,MLT,EUR,HIC,2025,6,65+,6.0,2025-06-01,2025Q2
Malta,MLT,EUR,HIC,2025,5,65+,5.0,2025-05-01,2025Q2
Malta,MLT,EUR,HIC,2025,2,65+,4.0,2025-02-01,2025Q1
Malta,MLT,EUR,HIC,2025,4,65+,5.0,2025-04-01,2025Q2
Estonia,EST,EUR,HIC,2025,4,65+,2.0,2025-04-01,2025Q2
Malta,MLT,EUR,HIC,2025,9,65+,5.0,2025-09-01,2025Q3
Malta,MLT,EUR,HIC,2025,7,65+,25.0,2025-07-01,2025Q3
Estonia,EST,EUR,HIC,2025,10,65+,18.0,2025-10-01,2025Q4
Malta,MLT,EUR,HIC,2025,10,65+,7.0,2025-10-01,2025Q4
Malta,MLT,EUR,HIC,2025,8,65+,22.0,2025-08-01,2025Q3
Malta,MLT,EUR,HIC,2025,12,65+,8.0,2025-12-01,2025Q4
Malta,MLT,EUR,HIC,2025,11,65+,7.0,2025-11-01,2025Q4
Uruguay,URY,AMR,HIC,2025,8,65+,0.0,2025-08-01,2025Q3
Uruguay,URY,AMR,HIC,2025,11,65+,0.0,2025-11-01,2025Q4
Uruguay,URY,AMR,HIC,2025,10,65+,1.0,2025-10-01,2025Q4
Uruguay,URY,AMR,HIC,2025,7,65+,0.0,2025-07-01,2025Q3
Uruguay,URY,AMR,HIC,2025,6,65+,0.0,2025-06-01,2025Q2
Uruguay,URY,AMR,HIC,2025,12,65+,0.0,2025-12-01,2025Q4
Uruguay,URY,AMR,HIC,2025,2,65+,0.0,2025-02-01,2025Q1
Uruguay,URY,AMR,HIC,2025,4,65+,1.0,2025-04-01,2025Q2
Uruguay,URY,AMR,HIC,2025,1,65+,0.0,2025-01-01,2025Q1
Uruguay,URY,AMR,HIC,2025,5,65+,0.0,2025-05-01,2025Q2
Uruguay,URY,AMR,HIC,2025,3,65+,0.0,2025-03-01,2025Q1
Uruguay,URY,AMR,HIC,2025,9,65+,0.0,2025-09-01,2025Q3
Malaysia,MYS,WPR,UMC,2025,1,65+,0.0,2025-01-01,2025Q1
Slovenia,SVN,EUR,HIC,2025,1,65+,0.0,2025-01-01,2025Q1
France,FRA,EUR,HIC,2025,1,65+,7.0,2025-01-01,2025Q1
France,FRA,EUR,HIC,2025,11,65+,6.0,2025-11-01,2025Q4
France,FRA,EUR,HIC,2025,3,65+,3.0,2025-03-01,2025Q1
France,FRA,EUR,HIC,2025,2,65+,4.0,2025-02-01,2025Q1
France,FRA,EUR,HIC,2025,10,65+,16.0,2025-10-01,2025Q4
France,FRA,EUR,HIC,2025,12,65+,8.0,2025-12-01,2025Q4
Mexico,MEX,AMR,UMC,2025,7,65+,20.0,2025-07-01,2025Q3
Mexico,MEX,AMR,UMC,2025,1,65+,10.0,2025-01-01,2025Q1
Mexico,MEX,AMR,UMC,2025,9,65+,10.0,2025-09-01,2025Q3
Mexico,MEX,AMR,UMC,2025,8,65+,12.0,2025-08-01,2025Q3
Mexico,MEX,AMR,UMC,2025,2,65+,5.0,2025-02-01,2025Q1
Mexico,MEX,AMR,UMC,2025,4,65+,39.0,2025-04-01,2025Q2
Mexico,MEX,AMR,UMC,2025,3,65+,12.0,2025-03-01,2025Q1
Mexico,MEX,AMR,UMC,2025,10,65+,8.0,2025-10-01,2025Q4
Mexico,MEX,AMR,UMC,2025,5,65+,33.0,2025-05-01,2025Q2
Mexico,MEX,AMR,UMC,2025,11,65+,0.0,2025-11-01,2025Q4
Mexico,MEX,AMR,UMC,2025,12,65+,0.0,2025-12-01,2025Q4
Mexico,MEX,AMR,UMC,2025,6,65+,24.0,2025-06-01,2025Q2
Mauritania,MRT,AFR,LMC,2025,1,65+,0.0,2025-01-01,2025Q1
Mauritania,MRT,AFR,LMC,2025,8,65+,0.0,2025-08-01,2025Q3
Mauritania,MRT,AFR,LMC,2025,4,65+,0.0,2025-04-01,2025Q2
Mauritania,MRT,AFR,LMC,2025,2,65+,1.0,2025-02-01,2025Q1
Mauritania,MRT,AFR,LMC,2025,5,65+,0.0,2025-05-01,2025Q2
Mauritania,MRT,AFR,LMC,2025,3,65+,0.0,2025-03-01,2025Q1
Mauritania,MRT,AFR,LMC,2025,7,65+,0.0,2025-07-01,2025Q3
Mauritania,MRT,AFR,LMC,2025,11,65+,0.0,2025-11-01,2025Q4
Mauritania,MRT,AFR,LMC,2025,10,65+,0.0,2025-10-01,2025Q4
Mauritania,MRT,AFR,LMC,2025,9,65+,0.0,2025-09-01,2025Q3
Mauritania,MRT,AFR,LMC,2025,6,65+,0.0,2025-06-01,2025Q2
Slovakia,SVK,EUR,HIC,2025,12,65+,9.0,2025-12-01,2025Q4
Slovakia,SVK,EUR,HIC,2025,1,65+,2.0,2025-01-01,2025Q1
Slovakia,SVK,EUR,HIC,2025,11,65+,3.0,2025-11-01,2025Q4
Slovakia,SVK,EUR,HIC,2025,3,65+,2.0,2025-03-01,2025Q1
Latvia,LVA,EUR,HIC,2025,8,65+,0.0,2025-08-01,2025Q3
Latvia,LVA,EUR,HIC,2025,2,65+,0.0,2025-02-01,2025Q1
Latvia,LVA,EUR,HIC,2025,1,65+,0.0,2025-01-01,2025Q1
North Macedonia,MKD,EUR,UMC,2025,1,65+,0.0,2025-01-01,2025Q1
North Macedonia,MKD,EUR,UMC,2025,2,65+,0.0,2025-02-01,2025Q1
Brazil,BRA,AMR,UMC,2025,1,65+,229.0,2025-01-01,2025Q1
Brazil,BRA,AMR,UMC,2025,2,65+,182.0,2025-02-01,2025Q1
Brazil,BRA,AMR,UMC,2025,3,65+,83.0,2025-03-01,2025Q1
Brazil,BRA,AMR,UMC,2025,9,65+,118.0,2025-09-01,2025Q3
Brazil,BRA,AMR,UMC,2025,8,65+,110.0,2025-08-01,2025Q3
Brazil,BRA,AMR,UMC,2025,10,65+,105.0,2025-10-01,2025Q4
Brazil,BRA,AMR,UMC,2025,5,65+,35.0,2025-05-01,2025Q2
Brazil,BRA,AMR,UMC,2025,11,65+,58.0,2025-11-01,2025Q4
Brazil,BRA,AMR,UMC,2025,12,65+,23.0,2025-12-01,2025Q4
Brazil,BRA,AMR,UMC,2025,7,65+,55.0,2025-07-01,2025Q3
Brazil,BRA,AMR,UMC,2025,4,65+,50.0,2025-04-01,2025Q2
Brazil,BRA,AMR,UMC,2025,6,65+,31.0,2025-06-01,2025Q2
Latvia,LVA,EUR,HIC,2025,12,65+,0.0,2025-12-01,2025Q4
Latvia,LVA,EUR,HIC,2025,11,65+,0.0,2025-11-01,2025Q4
Latvia,LVA,EUR,HIC,2025,10,65+,0.0,2025-10-01,2025Q4
Latvia,LVA,EUR,HIC,2025,7,65+,0.0,2025-07-01,2025Q3
Latvia,LVA,EUR,HIC,2025,6,65+,0.0,2025-06-01,2025Q2
Latvia,LVA,EUR,HIC,2025,4,65+,0.0,2025-04-01,2025Q2
Latvia,LVA,EUR,HIC,2025,5,65+,0.0,2025-05-01,2025Q2
Latvia,LVA,EUR,HIC,2025,3,65+,0.0,2025-03-01,2025Q1
Latvia,LVA,EUR,HIC,2025,9,65+,0.0,2025-09-01,2025Q3
Ecuador,ECU,AMR,UMC,2025,9,65+,1.0,2025-09-01,2025Q3
Ecuador,ECU,AMR,UMC,2025,6,65+,1.0,2025-06-01,2025Q2
Brunei Darussalam,BRN,WPR,HIC,2025,1,65+,0.0,2025-01-01,2025Q1
Brunei Darussalam,BRN,WPR,HIC,2025,7,65+,0.0,2025-07-01,2025Q3
Brunei Darussalam,BRN,WPR,HIC,2025,2,65+,0.0,2025-02-01,2025Q1
Brunei Darussalam,BRN,WPR,HIC,2025,12,65+,0.0,2025-12-01,2025Q4
Brunei Darussalam,BRN,WPR,HIC,2025,6,65+,0.0,2025-06-01,2025Q2
Brunei Darussalam,BRN,WPR,HIC,2025,11,65+,0.0,2025-11-01,2025Q4
Brunei Darussalam,BRN,WPR,HIC,2025,3,65+,0.0,2025-03-01,2025Q1
Brunei Darussalam,BRN,WPR,HIC,2025,4,65+,0.0,2025-04-01,2025Q2
Brunei Darussalam,BRN,WPR,HIC,2025,8,65+,0.0,2025-08-01,2025Q3
Brunei Darussalam,BRN,WPR,HIC,2025,5,65+,0.0,2025-05-01,2025Q2
Brunei Darussalam,BRN,WPR,HIC,2025,9,65+,0.0,2025-09-01,2025Q3
Brunei Darussalam,BRN,WPR,HIC,2025,10,65+,0.0,2025-10-01,2025Q4
British Virgin Islands,VGB,AMR,HIC,2025,2,65+,0.0,2025-02-01,2025Q1
British Virgin Islands,VGB,AMR,HIC,2025,4,65+,0.0,2025-04-01,2025Q2
British Virgin Islands,VGB,AMR,HIC,2025,12,65+,0.0,2025-12-01,2025Q4
British Virgin Islands,VGB,AMR,HIC,2025,5,65+,0.0,2025-05-01,2025Q2
British Virgin Islands,VGB,AMR,HIC,2025,9,65+,0.0,2025-09-01,2025Q3
British Virgin Islands,VGB,AMR,HIC,2025,10,65+,0.0,2025-10-01,2025Q4
British Virgin Islands,VGB,AMR,HIC,2025,3,65+,0.0,2025-03-01,2025Q1
British Virgin Islands,VGB,AMR,HIC,2025,8,65+,0.0,2025-08-01,2025Q3
British Virgin Islands,VGB,AMR,HIC,2025,1,65+,0.0,2025-01-01,2025Q1
British Virgin Islands,VGB,AMR,HIC,2025,11,65+,0.0,2025-11-01,2025Q4
British Virgin Islands,VGB,AMR,HIC,2025,7,65+,0.0,2025-07-01,2025Q3
British Virgin Islands,VGB,AMR,HIC,2025,6,65+,0.0,2025-06-01,2025Q2
United States of America,USA,AMR,HIC,2025,4,65+,1403.0,2025-04-01,2025Q2
United States of America,USA,AMR,HIC,2025,7,65+,741.0,2025-07-01,2025Q3
United States of America,USA,AMR,HIC,2025,6,65+,662.0,2025-06-01,2025Q2
United States of America,USA,AMR,HIC,2025,3,65+,1999.0,2025-03-01,2025Q1
United States of America,USA,AMR,HIC,2025,11,65+,789.0,2025-11-01,2025Q4
United States of America,USA,AMR,HIC,2025,10,65+,1137.0,2025-10-01,2025Q4
United States of America,USA,AMR,HIC,2025,1,65+,3912.0,2025-01-01,2025Q1
United States of America,USA,AMR,HIC,2025,2,65+,2700.0,2025-02-01,2025Q1
United States of America,USA,AMR,HIC,2025,9,65+,1699.0,2025-09-01,2025Q3
United States of America,USA,AMR,HIC,2025,8,65+,1109.0,2025-08-01,2025Q3
United States of America,USA,AMR,HIC,2025,12,65+,1113.0,2025-12-01,2025Q4
United States of America,USA,AMR,HIC,2025,5,65+,904.0,2025-05-01,2025Q2
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,9,65+,0.0,2025-09-01,2025Q3
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,10,65+,0.0,2025-10-01,2025Q4
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,3,65+,0.0,2025-03-01,2025Q1
Lithuania,LTU,EUR,HIC,2025,2,65+,4.0,2025-02-01,2025Q1
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,1,65+,0.0,2025-01-01,2025Q1
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,11,65+,0.0,2025-11-01,2025Q4
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,4,65+,0.0,2025-04-01,2025Q2
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,12,65+,0.0,2025-12-01,2025Q4
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,5,65+,0.0,2025-05-01,2025Q2
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,8,65+,0.0,2025-08-01,2025Q3
Lithuania,LTU,EUR,HIC,2025,11,65+,4.0,2025-11-01,2025Q4
Lithuania,LTU,EUR,HIC,2025,12,65+,8.0,2025-12-01,2025Q4
Lithuania,LTU,EUR,HIC,2025,3,65+,1.0,2025-03-01,2025Q1
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,7,65+,0.0,2025-07-01,2025Q3
Lithuania,LTU,EUR,HIC,2025,5,65+,0.0,2025-05-01,2025Q2
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,6,65+,0.0,2025-06-01,2025Q2
Lithuania,LTU,EUR,HIC,2025,4,65+,3.0,2025-04-01,2025Q2
Lithuania,LTU,EUR,HIC,2025,10,65+,17.0,2025-10-01,2025Q4
Lithuania,LTU,EUR,HIC,2025,1,65+,4.0,2025-01-01,2025Q1
Bolivia (Plurinational State of),BOL,AMR,LMC,2025,2,65+,0.0,2025-02-01,2025Q1
Liechtenstein,LIE,EUR,HIC,2025,6,65+,0.0,2025-06-01,2025Q2
Liechtenstein,LIE,EUR,HIC,2025,1,65+,0.0,2025-01-01,2025Q1
Liechtenstein,LIE,EUR,HIC,2025,7,65+,0.0,2025-07-01,2025Q3
Liechtenstein,LIE,EUR,HIC,2025,3,65+,0.0,2025-03-01,2025Q1
Liechtenstein,LIE,EUR,HIC,2025,10,65+,0.0,2025-10-01,2025Q4
Liechtenstein,LIE,EUR,HIC,2025,4,65+,0.0,2025-04-01,2025Q2
Liechtenstein,LIE,EUR,HIC,2025,12,65+,0.0,2025-12-01,2025Q4
Liechtenstein,LIE,EUR,HIC,2025,11,65+,0.0,2025-11-01,2025Q4
Liechtenstein,LIE,EUR,HIC,2025,5,65+,0.0,2025-05-01,2025Q2
Liechtenstein,LIE,EUR,HIC,2025,9,65+,0.0,2025-09-01,2025Q3
Liechtenstein,LIE,EUR,HIC,2025,8,65+,0.0,2025-08-01,2025Q3
Liechtenstein,LIE,EUR,HIC,2025,2,65+,0.0,2025-02-01,2025Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2025,5,65+,0.0,2025-05-01,2025Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2025,2,65+,1.0,2025-02-01,2025Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2025,9,65+,0.0,2025-09-01,2025Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2025,11,65+,8.0,2025-11-01,2025Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2025,7,65+,0.0,2025-07-01,2025Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2025,6,65+,0.0,2025-06-01,2025Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2025,10,65+,1.0,2025-10-01,2025Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2025,8,65+,0.0,2025-08-01,2025Q3
Bosnia and Herzegovina,BIH,EUR,UMC,2025,12,65+,3.0,2025-12-01,2025Q4
Bosnia and Herzegovina,BIH,EUR,UMC,2025,3,65+,0.0,2025-03-01,2025Q1
Bosnia and Herzegovina,BIH,EUR,UMC,2025,4,65+,0.0,2025-04-01,2025Q2
Bosnia and Herzegovina,BIH,EUR,UMC,2025,1,65+,1.0,2025-01-01,2025Q1
Greece,GRC,EUR,HIC,2024,2,65+,95.0,2024-02-01,2024Q1
Greece,GRC,EUR,HIC,2024,8,65+,159.0,2024-08-01,2024Q3
Greece,GRC,EUR,HIC,2024,6,65+,55.0,2024-06-01,2024Q2
Greece,GRC,EUR,HIC,2024,4,65+,18.0,2024-04-01,2024Q2
Greece,GRC,EUR,HIC,2024,3,65+,38.0,2024-03-01,2024Q1
Greece,GRC,EUR,HIC,2024,11,65+,110.0,2024-11-01,2024Q4
Greece,GRC,EUR,HIC,2024,9,65+,109.0,2024-09-01,2024Q3
Greece,GRC,EUR,HIC,2024,1,65+,410.0,2024-01-01,2024Q1
Greece,GRC,EUR,HIC,2024,10,65+,117.0,2024-10-01,2024Q4
Finland,FIN,EUR,HIC,2024,2,65+,3.0,2024-02-01,2024Q1
Greece,GRC,EUR,HIC,2024,12,65+,133.0,2024-12-01,2024Q4
Albania,ALB,EUR,UMC,2024,8,65+,2.0,2024-08-01,2024Q3
Greece,GRC,EUR,HIC,2024,5,65+,16.0,2024-05-01,2024Q2
Greece,GRC,EUR,HIC,2024,7,65+,173.0,2024-07-01,2024Q3
Albania,ALB,EUR,UMC,2024,7,65+,1.0,2024-07-01,2024Q3
Saint Lucia,LCA,AMR,UMC,2024,11,65+,0.0,2024-11-01,2024Q4
Saint Lucia,LCA,AMR,UMC,2024,1,65+,0.0,2024-01-01,2024Q1
Saint Lucia,LCA,AMR,UMC,2024,2,65+,0.0,2024-02-01,2024Q1
France,FRA,EUR,HIC,2024,2,65+,5.0,2024-02-01,2024Q1
France,FRA,EUR,HIC,2024,1,65+,26.0,2024-01-01,2024Q1
Saint Lucia,LCA,AMR,UMC,2024,7,65+,0.0,2024-07-01,2024Q3
Saint Lucia,LCA,AMR,UMC,2024,9,65+,0.0,2024-09-01,2024Q3
Saint Lucia,LCA,AMR,UMC,2024,4,65+,0.0,2024-04-01,2024Q2
Saint Lucia,LCA,AMR,UMC,2024,10,65+,0.0,2024-10-01,2024Q4
Saint Lucia,LCA,AMR,UMC,2024,6,65+,0.0,2024-06-01,2024Q2
Saint Lucia,LCA,AMR,UMC,2024,3,65+,0.0,2024-03-01,2024Q1
Saint Lucia,LCA,AMR,UMC,2024,12,65+,0.0,2024-12-01,2024Q4
Saint Lucia,LCA,AMR,UMC,2024,5,65+,0.0,2024-05-01,2024Q2
Saint Lucia,LCA,AMR,UMC,2024,8,65+,0.0,2024-08-01,2024Q3
France,FRA,EUR,HIC,2024,11,65+,14.0,2024-11-01,2024Q4
France,FRA,EUR,HIC,2024,10,65+,19.0,2024-10-01,2024Q4
Finland,FIN,EUR,HIC,2024,1,65+,49.0,2024-01-01,2024Q1
Guatemala,GTM,AMR,UMC,2024,1,65+,0.0,2024-01-01,2024Q1
Guatemala,GTM,AMR,UMC,2024,8,65+,0.0,2024-08-01,2024Q3
Guatemala,GTM,AMR,UMC,2024,12,65+,0.0,2024-12-01,2024Q4
France,FRA,EUR,HIC,2024,12,65+,17.0,2024-12-01,2024Q4
Guatemala,GTM,AMR,UMC,2024,11,65+,0.0,2024-11-01,2024Q4
Guatemala,GTM,AMR,UMC,2024,7,65+,0.0,2024-07-01,2024Q3
Guatemala,GTM,AMR,UMC,2024,6,65+,0.0,2024-06-01,2024Q2
Guatemala,GTM,AMR,UMC,2024,10,65+,0.0,2024-10-01,2024Q4
Guatemala,GTM,AMR,UMC,2024,2,65+,0.0,2024-02-01,2024Q1
Guatemala,GTM,AMR,UMC,2024,3,65+,1.0,2024-03-01,2024Q1
Guatemala,GTM,AMR,UMC,2024,9,65+,0.0,2024-09-01,2024Q3
Guatemala,GTM,AMR,UMC,2024,5,65+,0.0,2024-05-01,2024Q2
Guatemala,GTM,AMR,UMC,2024,4,65+,0.0,2024-04-01,2024Q2
Latvia,LVA,EUR,HIC,2024,10,65+,0.0,2024-10-01,2024Q4
Lithuania,LTU,EUR,HIC,2024,12,65+,11.0,2024-12-01,2024Q4
Lithuania,LTU,EUR,HIC,2024,5,65+,1.0,2024-05-01,2024Q2
Lithuania,LTU,EUR,HIC,2024,6,65+,2.0,2024-06-01,2024Q2
Lithuania,LTU,EUR,HIC,2024,8,65+,5.0,2024-08-01,2024Q3
Lithuania,LTU,EUR,HIC,2024,4,65+,2.0,2024-04-01,2024Q2
Lithuania,LTU,EUR,HIC,2024,1,65+,0.0,2024-01-01,2024Q1
Lithuania,LTU,EUR,HIC,2024,2,65+,0.0,2024-02-01,2024Q1
Lithuania,LTU,EUR,HIC,2024,9,65+,12.0,2024-09-01,2024Q3
Lithuania,LTU,EUR,HIC,2024,11,65+,8.0,2024-11-01,2024Q4
Lithuania,LTU,EUR,HIC,2024,10,65+,23.0,2024-10-01,2024Q4
Lithuania,LTU,EUR,HIC,2024,7,65+,3.0,2024-07-01,2024Q3
Lithuania,LTU,EUR,HIC,2024,3,65+,2.0,2024-03-01,2024Q1
Liechtenstein,LIE,EUR,HIC,2024,2,65+,1.0,2024-02-01,2024Q1
Liechtenstein,LIE,EUR,HIC,2024,12,65+,0.0,2024-12-01,2024Q4
Liechtenstein,LIE,EUR,HIC,2024,11,65+,0.0,2024-11-01,2024Q4
Liechtenstein,LIE,EUR,HIC,2024,10,65+,0.0,2024-10-01,2024Q4
Liechtenstein,LIE,EUR,HIC,2024,4,65+,0.0,2024-04-01,2024Q2
Liechtenstein,LIE,EUR,HIC,2024,9,65+,0.0,2024-09-01,2024Q3
Liechtenstein,LIE,EUR,HIC,2024,8,65+,0.0,2024-08-01,2024Q3
Liechtenstein,LIE,EUR,HIC,2024,1,65+,0.0,2024-01-01,2024Q1
Liechtenstein,LIE,EUR,HIC,2024,7,65+,0.0,2024-07-01,2024Q3
Liechtenstein,LIE,EUR,HIC,2024,6,65+,0.0,2024-06-01,2024Q2
Liechtenstein,LIE,EUR,HIC,2024,3,65+,0.0,2024-03-01,2024Q1
Liechtenstein,LIE,EUR,HIC,2024,5,65+,0.0,2024-05-01,2024Q2
North Macedonia,MKD,EUR,UMC,2024,3,65+,1.0,2024-03-01,2024Q1
North Macedonia,MKD,EUR,UMC,2024,6,65+,0.0,2024-06-01,2024Q2
North Macedonia,MKD,EUR,UMC,2024,1,65+,5.0,2024-01-01,2024Q1
North Macedonia,MKD,EUR,UMC,2024,2,65+,4.0,2024-02-01,2024Q1
North Macedonia,MKD,EUR,UMC,2024,4,65+,0.0,2024-04-01,2024Q2
North Macedonia,MKD,EUR,UMC,2024,11,65+,0.0,2024-11-01,2024Q4
North Macedonia,MKD,EUR,UMC,2024,10,65+,1.0,2024-10-01,2024Q4
North Macedonia,MKD,EUR,UMC,2024,12,65+,0.0,2024-12-01,2024Q4
North Macedonia,MKD,EUR,UMC,2024,9,65+,5.0,2024-09-01,2024Q3
North Macedonia,MKD,EUR,UMC,2024,5,65+,0.0,2024-05-01,2024Q2
North Macedonia,MKD,EUR,UMC,2024,8,65+,3.0,2024-08-01,2024Q3
North Macedonia,MKD,EUR,UMC,2024,7,65+,1.0,2024-07-01,2024Q3
Latvia,LVA,EUR,HIC,2024,3,65+,0.0,2024-03-01,2024Q1
Latvia,LVA,EUR,HIC,2024,4,65+,0.0,2024-04-01,2024Q2
Latvia,LVA,EUR,HIC,2024,12,65+,0.0,2024-12-01,2024Q4
Latvia,LVA,EUR,HIC,2024,11,65+,0.0,2024-11-01,2024Q4
Mauritania,MRT,AFR,LMC,2024,3,65+,0.0,2024-03-01,2024Q1
Mauritania,MRT,AFR,LMC,2024,1,65+,0.0,2024-01-01,2024Q1
Mauritania,MRT,AFR,LMC,2024,2,65+,0.0,2024-02-01,2024Q1
Mauritania,MRT,AFR,LMC,2024,11,65+,0.0,2024-11-01,2024Q4
Mauritania,MRT,AFR,LMC,2024,9,65+,0.0,2024-09-01,2024Q3
Mauritania,MRT,AFR,LMC,2024,5,65+,0.0,2024-05-01,2024Q2
Mauritania,MRT,AFR,LMC,2024,4,65+,0.0,2024-04-01,2024Q2
Mauritania,MRT,AFR,LMC,2024,7,65+,0.0,2024-07-01,2024Q3
Mauritania,MRT,AFR,LMC,2024,6,65+,0.0,2024-06-01,2024Q2
Mauritania,MRT,AFR,LMC,2024,12,65+,0.0,2024-12-01,2024Q4
Mauritania,MRT,AFR,LMC,2024,10,65+,0.0,2024-10-01,2024Q4
Mauritania,MRT,AFR,LMC,2024,8,65+,0.0,2024-08-01,2024Q3
Mexico,MEX,AMR,UMC,2024,12,65+,1.0,2024-12-01,2024Q4
Mexico,MEX,AMR,UMC,2024,11,65+,4.0,2024-11-01,2024Q4
Mexico,MEX,AMR,UMC,2024,10,65+,16.0,2024-10-01,2024Q4
Mexico,MEX,AMR,UMC,2024,3,65+,75.0,2024-03-01,2024Q1
Mexico,MEX,AMR,UMC,2024,1,65+,40.0,2024-01-01,2024Q1
Mexico,MEX,AMR,UMC,2024,5,65+,29.0,2024-05-01,2024Q2
Mexico,MEX,AMR,UMC,2024,4,65+,26.0,2024-04-01,2024Q2
Mexico,MEX,AMR,UMC,2024,6,65+,22.0,2024-06-01,2024Q2
Mexico,MEX,AMR,UMC,2024,9,65+,24.0,2024-09-01,2024Q3
Mexico,MEX,AMR,UMC,2024,2,65+,70.0,2024-02-01,2024Q1
Mexico,MEX,AMR,UMC,2024,8,65+,79.0,2024-08-01,2024Q3
Mexico,MEX,AMR,UMC,2024,7,65+,72.0,2024-07-01,2024Q3
Malaysia,MYS,WPR,UMC,2024,10,65+,0.0,2024-10-01,2024Q4
Malaysia,MYS,WPR,UMC,2024,3,65+,0.0,2024-03-01,2024Q1
Malaysia,MYS,WPR,UMC,2024,8,65+,0.0,2024-08-01,2024Q3
Malaysia,MYS,WPR,UMC,2024,4,65+,1.0,2024-04-01,2024Q2
Malaysia,MYS,WPR,UMC,2024,2,65+,1.0,2024-02-01,2024Q1
Malaysia,MYS,WPR,UMC,2024,7,65+,0.0,2024-07-01,2024Q3
Malaysia,MYS,WPR,UMC,2024,6,65+,0.0,2024-06-01,2024Q2
Malaysia,MYS,WPR,UMC,2024,5,65+,1.0,2024-05-01,2024Q2
Malaysia,MYS,WPR,UMC,2024,9,65+,0.0,2024-09-01,2024Q3
Malaysia,MYS,WPR,UMC,2024,12,65+,0.0,2024-12-01,2024Q4
Malaysia,MYS,WPR,UMC,2024,11,65+,0.0,2024-11-01,2024Q4
Malaysia,MYS,WPR,UMC,2024,1,65+,39.0,2024-01-01,2024Q1
Malta,MLT,EUR,HIC,2024,3,65+,2.0,2024-03-01,2024Q1
Malta,MLT,EUR,HIC,2024,1,65+,20.0,2024-01-01,2024Q1
Malta,MLT,EUR,HIC,2024,7,65+,41.0,2024-07-01,2024Q3
Malta,MLT,EUR,HIC,2024,4,65+,1.0,2024-04-01,2024Q2
Malta,MLT,EUR,HIC,2024,11,65+,0.0,2024-11-01,2024Q4
Malta,MLT,EUR,HIC,2024,10,65+,6.0,2024-10-01,2024Q4
Malta,MLT,EUR,HIC,2024,8,65+,17.0,2024-08-01,2024Q3
Malta,MLT,EUR,HIC,2024,5,65+,8.0,2024-05-01,2024Q2
Malta,MLT,EUR,HIC,2024,12,65+,3.0,2024-12-01,2024Q4
Malta,MLT,EUR,HIC,2024,6,65+,8.0,2024-06-01,2024Q2
Malta,MLT,EUR,HIC,2024,9,65+,3.0,2024-09-01,2024Q3
Malta,MLT,EUR,HIC,2024,2,65+,2.0,2024-02-01,2024Q1
Indonesia,IDN,WPR,UMC,2024,1,65+,43.0,2024-01-01,2024Q1
Romania,ROU,EUR,HIC,2024,2,65+,16.0,2024-02-01,2024Q1
Romania,ROU,EUR,HIC,2024,4,65+,7.0,2024-04-01,2024Q2
Romania,ROU,EUR,HIC,2024,1,65+,41.0,2024-01-01,2024Q1
Indonesia,IDN,WPR,UMC,2024,2,65+,4.0,2024-02-01,2024Q1
Indonesia,IDN,WPR,UMC,2024,6,65+,0.0,2024-06-01,2024Q2
Indonesia,IDN,WPR,UMC,2024,4,65+,1.0,2024-04-01,2024Q2
